全角,和暦,辞書用よみ,西暦,和暦元号,和暦（読み）,年（半）,年（全）,十子,読み,十二支,読み,時代区分,備考
１５９２,文禄1,ぶんろく１,1592,文禄,ぶんろく,1,１,壬,みずのえ,辰,たつ,0,
１５９３,文禄2,ぶんろく２,1593,文禄,ぶんろく,2,２,癸,みずのと,巳,へび,,
１５９４,文禄3,ぶんろく３,1594,文禄,ぶんろく,3,３,甲,きのえ,午,うま,,
１５９５,文禄4,ぶんろく４,1595,文禄,ぶんろく,4,４,乙,きのと,未,ひつじ,,
１５９６,文禄5,ぶんろく５,1596,文禄,ぶんろく,5,５,丙,ひのえ,申,さる,0,
１５９６,慶長1,けいちょう１,1596,慶長,けいちょう,1,１,丙,ひのえ,申,さる,0,
１５９７,慶長2,けいちょう２,1597,慶長,けいちょう,2,２,丁,ひのと,酉,とり,,
１５９８,慶長3,けいちょう３,1598,慶長,けいちょう,3,３,戊,つちのえ,戌,いぬ,,
１５９９,慶長4,けいちょう４,1599,慶長,けいちょう,4,４,己,つちのと,亥,いのしし,,
１６００,慶長5,けいちょう５,1600,慶長,けいちょう,5,５,庚,かのえ,子,ねずみ,,
１６０１,慶長6,けいちょう６,1601,慶長,けいちょう,6,６,辛,かのと,丑,うし,,
１６０２,慶長7,けいちょう７,1602,慶長,けいちょう,7,７,壬,みずのえ,寅,とら,,
１６０３,慶長8,けいちょう８,1603,慶長,けいちょう,8,８,癸,みずのと,卯,うさぎ,,
１６０４,慶長9,けいちょう９,1604,慶長,けいちょう,9,９,甲,きのえ,辰,たつ,,
１６０５,慶長10,けいちょう１０,1605,慶長,けいちょう,10,１０,乙,きのと,巳,へび,,
１６０６,慶長11,けいちょう１１,1606,慶長,けいちょう,11,１１,丙,ひのえ,午,うま,,
１６０７,慶長12,けいちょう１２,1607,慶長,けいちょう,12,１２,丁,ひのと,未,ひつじ,,
１６０８,慶長13,けいちょう１３,1608,慶長,けいちょう,13,１３,戊,つちのえ,申,さる,,
１６０９,慶長14,けいちょう１４,1609,慶長,けいちょう,14,１４,己,つちのと,酉,とり,,
１６１０,慶長15,けいちょう１５,1610,慶長,けいちょう,15,１５,庚,かのえ,戌,いぬ,,
１６１１,慶長16,けいちょう１６,1611,慶長,けいちょう,16,１６,辛,かのと,亥,いのしし,,
１６１２,慶長17,けいちょう１７,1612,慶長,けいちょう,17,１７,壬,みずのえ,子,ねずみ,,
１６１３,慶長18,けいちょう１８,1613,慶長,けいちょう,18,１８,癸,みずのと,丑,うし,,
１６１４,慶長19,けいちょう１９,1614,慶長,けいちょう,19,１９,甲,きのえ,寅,とら,,大阪冬の陣
１６１５,慶長20,けいちょう２０,1615,慶長,けいちょう,20,２０,乙,きのと,卯,うさぎ,江戸時代,大阪夏の陣　秀頼没　(23)
１６１５,元和1,げんな１,1615,元和,げんな,1,１,乙,きのと,卯,うさぎ,江戸時代,大阪夏の陣　秀頼没　(23)
１６１６,元和2,げんな２,1616,元和,げんな,2,２,丙,ひのえ,辰,たつ,,徳川家康没　(75)
１６１７,元和3,げんな３,1617,元和,げんな,3,３,丁,ひのと,巳,へび,,
１６１８,元和4,げんな４,1618,元和,げんな,4,４,戊,つちのえ,午,うま,,
１６１９,元和5,げんな５,1619,元和,げんな,5,５,己,つちのと,未,ひつじ,,
１６２０,元和6,げんな６,1620,元和,げんな,6,６,庚,かのえ,申,さる,,
１６２１,元和7,げんな７,1621,元和,げんな,7,７,辛,かのと,酉,とり,,
１６２２,元和8,げんな８,1622,元和,げんな,8,８,壬,みずのえ,戌,いぬ,,
１６２３,元和9,げんな９,1623,元和,げんな,9,９,癸,みずのと,亥,いのしし,,
１６２４,元和10,げんな１０,1624,元和,げんな,10,１０,甲,きのえ,子,ねずみ,0,
１６２４,寛永1,かんえい１,1624,寛永,かんえい,1,１,甲,きのえ,子,ねずみ,0,
１６２５,寛永2,かんえい２,1625,寛永,かんえい,2,２,乙,きのと,丑,うし,,
１６２６,寛永3,かんえい３,1626,寛永,かんえい,3,３,丙,ひのえ,寅,とら,,
１６２７,寛永4,かんえい４,1627,寛永,かんえい,4,４,丁,ひのと,卯,うさぎ,,
１６２８,寛永5,かんえい５,1628,寛永,かんえい,5,５,戊,つちのえ,辰,たつ,,
１６２９,寛永6,かんえい６,1629,寛永,かんえい,6,６,己,つちのと,巳,へび,,
１６３０,寛永7,かんえい７,1630,寛永,かんえい,7,７,庚,かのえ,午,うま,,
１６３１,寛永8,かんえい８,1631,寛永,かんえい,8,８,辛,かのと,未,ひつじ,,
１６３２,寛永9,かんえい９,1632,寛永,かんえい,9,９,壬,みずのえ,申,さる,,
１６３３,寛永10,かんえい１０,1633,寛永,かんえい,10,１０,癸,みずのと,酉,とり,,
１６３４,寛永11,かんえい１１,1634,寛永,かんえい,11,１１,甲,きのえ,戌,いぬ,,
１６３５,寛永12,かんえい１２,1635,寛永,かんえい,12,１２,乙,きのと,亥,いのしし,,
１６３６,寛永13,かんえい１３,1636,寛永,かんえい,13,１３,丙,ひのえ,子,ねずみ,,
１６３７,寛永14,かんえい１４,1637,寛永,かんえい,14,１４,丁,ひのと,丑,うし,,島原の乱
１６３８,寛永15,かんえい１５,1638,寛永,かんえい,15,１５,戊,つちのえ,寅,とら,,
１６３９,寛永16,かんえい１６,1639,寛永,かんえい,16,１６,己,つちのと,卯,うさぎ,,鎖国令　発令
１６４０,寛永17,かんえい１７,1640,寛永,かんえい,17,１７,庚,かのえ,辰,たつ,,
１６４１,寛永18,かんえい１８,1641,寛永,かんえい,18,１８,辛,かのと,巳,へび,,
１６４２,寛永19,かんえい１９,1642,寛永,かんえい,19,１９,壬,みずのえ,午,うま,,
１６４３,寛永20,かんえい２０,1643,寛永,かんえい,20,２０,癸,みずのと,未,ひつじ,,
１６４４,寛永21,かんえい２１,1644,寛永,かんえい,21,２１,甲,きのえ,申,さる,0,
１６４４,正保1,しょうほう１,1644,正保,しょうほう,1,１,甲,きのえ,申,さる,0,
１６４５,正保2,しょうほう２,1645,正保,しょうほう,2,２,乙,きのと,酉,とり,,
１６４６,正保3,しょうほう３,1646,正保,しょうほう,3,３,丙,ひのえ,戌,いぬ,,
１６４７,正保4,しょうほう４,1647,正保,しょうほう,4,４,丁,ひのと,亥,いのしし,,
１６４８,正保5,しょうほう５,1648,正保,しょうほう,5,５,戊,つちのえ,子,ねずみ,0,
１６４８,慶安1,けいあん１,1648,慶安,けいあん,1,１,戊,つちのえ,子,ねずみ,0,
１６４９,慶安2,けいあん２,1649,慶安,けいあん,2,２,己,つちのと,丑,うし,,
１６５０,慶安3,けいあん３,1650,慶安,けいあん,3,３,庚,かのえ,寅,とら,,
１６５１,慶安4,けいあん４,1651,慶安,けいあん,4,４,辛,かのと,卯,うさぎ,,
１６５２,慶安5,けいあん５,1652,慶安,けいあん,5,５,壬,みずのえ,辰,たつ,0,
１６５２,貞応1,じょうおう１,1652,貞応,じょうおう,1,１,壬,みずのえ,辰,たつ,0,
１６５３,貞応2,じょうおう２,1653,貞応,じょうおう,2,２,癸,みずのと,巳,へび,,
１６５４,貞応3,じょうおう３,1654,貞応,じょうおう,3,３,甲,きのえ,午,うま,,
１６５５,貞応4,じょうおう４,1655,貞応,じょうおう,4,４,乙,きのと,未,ひつじ,0,
１６５５,明暦1,めいれき１,1655,明暦,めいれき,1,１,乙,きのと,未,ひつじ,0,
１６５６,明暦2,めいれき２,1656,明暦,めいれき,2,２,丙,ひのえ,申,さる,,
１６５７,明暦3,めいれき３,1657,明暦,めいれき,3,３,丁,ひのと,酉,とり,,
１６５８,明暦4,めいれき４,1658,明暦,めいれき,4,４,戊,つちのえ,戌,いぬ,0,
１６５８,万治1,まんじ１,1658,万治,まんじ,1,１,戊,つちのえ,戌,いぬ,0,
１６５９,万治2,まんじ２,1659,万治,まんじ,2,２,己,つちのと,亥,いのしし,,
１６６０,万治3,まんじ３,1660,万治,まんじ,3,３,庚,かのえ,子,ねずみ,,
１６６１,万治4,まんじ４,1661,万治,まんじ,4,４,辛,かのと,丑,うし,0,
１６６１,寛文1,かんぶん１,1661,寛文,かんぶん,1,１,辛,かのと,丑,うし,0,
１６６２,寛文2,かんぶん２,1662,寛文,かんぶん,2,２,壬,みずのえ,寅,とら,,
１６６３,寛文3,かんぶん３,1663,寛文,かんぶん,3,３,癸,みずのと,卯,うさぎ,,
１６６４,寛文4,かんぶん４,1664,寛文,かんぶん,4,４,甲,きのえ,辰,たつ,,
１６６５,寛文5,かんぶん５,1665,寛文,かんぶん,5,５,乙,きのと,巳,へび,,
１６６６,寛文6,かんぶん６,1666,寛文,かんぶん,6,６,丙,ひのえ,午,うま,,
１６６７,寛文7,かんぶん７,1667,寛文,かんぶん,7,７,丁,ひのと,未,ひつじ,,
１６６８,寛文8,かんぶん８,1668,寛文,かんぶん,8,８,戊,つちのえ,申,さる,,
１６６９,寛文9,かんぶん９,1669,寛文,かんぶん,9,９,己,つちのと,酉,とり,,
１６７０,寛文10,かんぶん１０,1670,寛文,かんぶん,10,１０,庚,かのえ,戌,いぬ,,
１６７１,寛文11,かんぶん１１,1671,寛文,かんぶん,11,１１,辛,かのと,亥,いのしし,,
１６７２,寛文12,かんぶん１２,1672,寛文,かんぶん,12,１２,壬,みずのえ,子,ねずみ,,
１６７３,寛文13,かんぶん１３,1673,寛文,かんぶん,13,１３,癸,みずのと,丑,うし,0,
１６７３,延宝1,えんぽう１,1673,延宝,えんぽう,1,１,癸,みずのと,丑,うし,0,
１６７４,延宝2,えんぽう２,1674,延宝,えんぽう,2,２,甲,きのえ,寅,とら,,
１６７５,延宝3,えんぽう３,1675,延宝,えんぽう,3,３,乙,きのと,卯,うさぎ,,
１６７６,延宝4,えんぽう４,1676,延宝,えんぽう,4,４,丙,ひのえ,辰,たつ,,
１６７７,延宝5,えんぽう５,1677,延宝,えんぽう,5,５,丁,ひのと,巳,へび,,
１６７８,延宝6,えんぽう６,1678,延宝,えんぽう,6,６,戊,つちのえ,午,うま,,
１６７９,延宝7,えんぽう７,1679,延宝,えんぽう,7,７,己,つちのと,未,ひつじ,,
１６８０,延宝8,えんぽう８,1680,延宝,えんぽう,8,８,庚,かのえ,申,さる,,
１６８１,延宝9,えんぽう９,1681,延宝,えんぽう,9,９,辛,かのと,酉,とり,0,
１６８１,天和1,てんな１,1681,天和,てんな,1,１,辛,かのと,酉,とり,0,
１６８２,天和2,てんな２,1682,天和,てんな,2,２,壬,みずのえ,戌,いぬ,,
１６８３,天和3,てんな３,1683,天和,てんな,3,３,癸,みずのと,亥,いのしし,,
１６８４,天和4,てんな４,1684,天和,てんな,4,４,甲,きのえ,子,ねずみ,0,
１６８４,貞享1,じょうきょう１,1684,貞享,じょうきょう,1,１,甲,きのえ,子,ねずみ,0,
１６８５,貞享2,じょうきょう２,1685,貞享,じょうきょう,2,２,乙,きのと,丑,うし,,
１６８６,貞享3,じょうきょう３,1686,貞享,じょうきょう,3,３,丙,ひのえ,寅,とら,,
１６８７,貞享4,じょうきょう４,1687,貞享,じょうきょう,4,４,丁,ひのと,卯,うさぎ,,生類哀れみ令を出す
１６８８,貞享5,じょうきょう５,1688,貞享,じょうきょう,5,５,戊,つちのえ,辰,たつ,0,
１６８８,元禄1,げんろく１,1688,元禄,げんろく,1,１,戊,つちのえ,辰,たつ,0,
１６８９,元禄2,げんろく２,1689,元禄,げんろく,2,２,己,つちのと,巳,へび,,
１６９０,元禄3,げんろく３,1690,元禄,げんろく,3,３,庚,かのえ,午,うま,,
１６９１,元禄4,げんろく４,1691,元禄,げんろく,4,４,辛,かのと,未,ひつじ,,
１６９２,元禄5,げんろく５,1692,元禄,げんろく,5,５,壬,みずのえ,申,さる,,
１６９３,元禄6,げんろく６,1693,元禄,げんろく,6,６,癸,みずのと,酉,とり,,
１６９４,元禄7,げんろく７,1694,元禄,げんろく,7,７,甲,きのえ,戌,いぬ,,
１６９５,元禄8,げんろく８,1695,元禄,げんろく,8,８,乙,きのと,亥,いのしし,,
１６９６,元禄9,げんろく９,1696,元禄,げんろく,9,９,丙,ひのえ,子,ねずみ,,
１６９７,元禄10,げんろく１０,1697,元禄,げんろく,10,１０,丁,ひのと,丑,うし,,
１６９８,元禄11,げんろく１１,1698,元禄,げんろく,11,１１,戊,つちのえ,寅,とら,,
１６９９,元禄12,げんろく１２,1699,元禄,げんろく,12,１２,己,つちのと,卯,うさぎ,,
１７００,元禄13,げんろく１３,1700,元禄,げんろく,13,１３,庚,かのえ,辰,たつ,,
１７０１,元禄14,げんろく１４,1701,元禄,げんろく,14,１４,辛,かのと,巳,へび,,
１７０２,元禄15,げんろく１５,1702,元禄,げんろく,15,１５,壬,みずのえ,午,うま,,
１７０３,元禄16,げんろく１６,1703,元禄,げんろく,16,１６,癸,みずのと,未,ひつじ,,
１７０４,元禄17,げんろく１７,1704,元禄,げんろく,17,１７,甲,きのえ,申,さる,0,
１７０４,宝永1,ほうえい１,1704,宝永,ほうえい,1,１,甲,きのえ,申,さる,0,
１７０５,宝永2,ほうえい２,1705,宝永,ほうえい,2,２,乙,きのと,酉,とり,,
１７０６,宝永3,ほうえい３,1706,宝永,ほうえい,3,３,丙,ひのえ,戌,いぬ,,
１７０７,宝永4,ほうえい４,1707,宝永,ほうえい,4,４,丁,ひのと,亥,いのしし,,
１７０８,宝永5,ほうえい５,1708,宝永,ほうえい,5,５,戊,つちのえ,子,ねずみ,,
１７０９,宝永6,ほうえい６,1709,宝永,ほうえい,6,６,己,つちのと,丑,うし,,
１７１０,宝永7,ほうえい７,1710,宝永,ほうえい,7,７,庚,かのえ,寅,とら,,
１７１１,宝永8,ほうえい８,1711,宝永,ほうえい,8,８,辛,かのと,卯,うさぎ,0,
１７１１,正徳1,しょうとく１,1711,正徳,しょうとく,1,１,辛,かのと,卯,うさぎ,0,
１７１２,正徳2,しょうとく２,1712,正徳,しょうとく,2,２,壬,みずのえ,辰,たつ,,
１７１３,正徳3,しょうとく３,1713,正徳,しょうとく,3,３,癸,みずのと,巳,へび,,
１７１４,正徳4,しょうとく４,1714,正徳,しょうとく,4,４,甲,きのえ,午,うま,,
１７１５,正徳5,しょうとく５,1715,正徳,しょうとく,5,５,乙,きのと,未,ひつじ,,
１７１６,正徳6,しょうとく６,1716,正徳,しょうとく,6,６,丙,ひのえ,申,さる,0,
１７１６,享保1,きょうほう１,1716,享保,きょうほう,1,１,丙,ひのえ,申,さる,0,
１７１７,享保2,きょうほう２,1717,享保,きょうほう,2,２,丁,ひのと,酉,とり,,
１７１８,享保3,きょうほう３,1718,享保,きょうほう,3,３,戊,つちのえ,戌,いぬ,,
１７１９,享保4,きょうほう４,1719,享保,きょうほう,4,４,己,つちのと,亥,いのしし,,
１７２０,享保5,きょうほう５,1720,享保,きょうほう,5,５,庚,かのえ,子,ねずみ,,
１７２１,享保6,きょうほう６,1721,享保,きょうほう,6,６,辛,かのと,丑,うし,,
１７２２,享保7,きょうほう７,1722,享保,きょうほう,7,７,壬,みずのえ,寅,とら,,
１７２３,享保8,きょうほう８,1723,享保,きょうほう,8,８,癸,みずのと,卯,うさぎ,,
１７２４,享保9,きょうほう９,1724,享保,きょうほう,9,９,甲,きのえ,辰,たつ,,
１７２５,享保10,きょうほう１０,1725,享保,きょうほう,10,１０,乙,きのと,巳,へび,,
１７２６,享保11,きょうほう１１,1726,享保,きょうほう,11,１１,丙,ひのえ,午,うま,,
１７２７,享保12,きょうほう１２,1727,享保,きょうほう,12,１２,丁,ひのと,未,ひつじ,,
１７２８,享保13,きょうほう１３,1728,享保,きょうほう,13,１３,戊,つちのえ,申,さる,,
１７２９,享保14,きょうほう１４,1729,享保,きょうほう,14,１４,己,つちのと,酉,とり,,
１７３０,享保15,きょうほう１５,1730,享保,きょうほう,15,１５,庚,かのえ,戌,いぬ,,
１７３１,享保16,きょうほう１６,1731,享保,きょうほう,16,１６,辛,かのと,亥,いのしし,,
１７３２,享保17,きょうほう１７,1732,享保,きょうほう,17,１７,壬,みずのえ,子,ねずみ,,
１７３３,享保18,きょうほう１８,1733,享保,きょうほう,18,１８,癸,みずのと,丑,うし,,
１７３４,享保19,きょうほう１９,1734,享保,きょうほう,19,１９,甲,きのえ,寅,とら,,
１７３５,享保20,きょうほう２０,1735,享保,きょうほう,20,２０,乙,きのと,卯,うさぎ,,
１７３６,享保21,きょうほう２１,1736,享保,きょうほう,21,２１,丙,ひのえ,辰,たつ,0,
１７３６,元文1,げんぶん１,1736,元文,げんぶん,1,１,丙,ひのえ,辰,たつ,0,
１７３７,元文2,げんぶん２,1737,元文,げんぶん,2,２,丁,ひのと,巳,へび,,
１７３８,元文3,げんぶん３,1738,元文,げんぶん,3,３,戊,つちのえ,午,うま,,
１７３９,元文4,げんぶん４,1739,元文,げんぶん,4,４,己,つちのと,未,ひつじ,,
１７４０,元文5,げんぶん５,1740,元文,げんぶん,5,５,庚,かのえ,申,さる,,
１７４１,元文6,げんぶん６,1741,元文,げんぶん,6,６,辛,かのと,酉,とり,0,
１７４１,寛保1,かんほう１,1741,寛保,かんほう,1,１,辛,かのと,酉,とり,0,
１７４２,寛保2,かんほう２,1742,寛保,かんほう,2,２,壬,みずのえ,戌,いぬ,,
１７４３,寛保3,かんほう３,1743,寛保,かんほう,3,３,癸,みずのと,亥,いのしし,,
１７４４,寛保4,かんほう４,1744,寛保,かんほう,4,４,甲,きのえ,子,ねずみ,0,
１７４４,延慶1,えんきょう１,1744,延慶,えんきょう,1,１,甲,きのえ,子,ねずみ,0,
１７４５,延慶2,えんきょう２,1745,延慶,えんきょう,2,２,乙,きのと,丑,うし,,
１７４６,延慶3,えんきょう３,1746,延慶,えんきょう,3,３,丙,ひのえ,寅,とら,,
１７４７,延慶4,えんきょう４,1747,延慶,えんきょう,4,４,丁,ひのと,卯,うさぎ,,
１７４８,延慶5,えんきょう５,1748,延慶,えんきょう,5,５,戊,つちのえ,辰,たつ,0,
１７４８,寛延1,かんえん１,1748,寛延,かんえん,1,１,戊,つちのえ,辰,たつ,0,
１７４９,寛延2,かんえん２,1749,寛延,かんえん,2,２,己,つちのと,巳,へび,,
１７５０,寛延3,かんえん３,1750,寛延,かんえん,3,３,庚,かのえ,午,うま,,
１７５１,寛延4,かんえん４,1751,寛延,かんえん,4,４,辛,かのと,未,ひつじ,0,
１７５１,宝暦1,ほうれき１,1751,宝暦,ほうれき,1,１,辛,かのと,未,ひつじ,0,
１７５２,宝暦2,ほうれき２,1752,宝暦,ほうれき,2,２,壬,みずのえ,申,さる,,
１７５３,宝暦3,ほうれき３,1753,宝暦,ほうれき,3,３,癸,みずのと,酉,とり,,
１７５４,宝暦4,ほうれき４,1754,宝暦,ほうれき,4,４,甲,きのえ,戌,いぬ,,
１７５５,宝暦5,ほうれき５,1755,宝暦,ほうれき,5,５,乙,きのと,亥,いのしし,,
１７５６,宝暦6,ほうれき６,1756,宝暦,ほうれき,6,６,丙,ひのえ,子,ねずみ,,
１７５７,宝暦7,ほうれき７,1757,宝暦,ほうれき,7,７,丁,ひのと,丑,うし,,
１７５８,宝暦8,ほうれき８,1758,宝暦,ほうれき,8,８,戊,つちのえ,寅,とら,,
１７５９,宝暦9,ほうれき９,1759,宝暦,ほうれき,9,９,己,つちのと,卯,うさぎ,,
１７６０,宝暦10,ほうれき１０,1760,宝暦,ほうれき,10,１０,庚,かのえ,辰,たつ,,
１７６１,宝暦11,ほうれき１１,1761,宝暦,ほうれき,11,１１,辛,かのと,巳,へび,,
１７６２,宝暦12,ほうれき１２,1762,宝暦,ほうれき,12,１２,壬,みずのえ,午,うま,,
１７６３,宝暦13,ほうれき１３,1763,宝暦,ほうれき,13,１３,癸,みずのと,未,ひつじ,,
１７６４,宝暦14,ほうれき１４,1764,宝暦,ほうれき,14,１４,甲,きのえ,申,さる,0,
１７６４,明和1,めいわ１,1764,明和,めいわ,1,１,甲,きのえ,申,さる,0,
１７６５,明和2,めいわ２,1765,明和,めいわ,2,２,乙,きのと,酉,とり,,
１７６６,明和3,めいわ３,1766,明和,めいわ,3,３,丙,ひのえ,戌,いぬ,,
１７６７,明和4,めいわ４,1767,明和,めいわ,4,４,丁,ひのと,亥,いのしし,,
１７６８,明和5,めいわ５,1768,明和,めいわ,5,５,戊,つちのえ,子,ねずみ,,
１７６９,明和6,めいわ６,1769,明和,めいわ,6,６,己,つちのと,丑,うし,,
１７７０,明和7,めいわ７,1770,明和,めいわ,7,７,庚,かのえ,寅,とら,,
１７７１,明和8,めいわ８,1771,明和,めいわ,8,８,辛,かのと,卯,うさぎ,,
１７７２,明和9,めいわ９,1772,明和,めいわ,9,９,壬,みずのえ,辰,たつ,0,
１７７２,安永1,あんえい１,1772,安永,あんえい,1,１,壬,みずのえ,辰,たつ,0,
１７７３,安永2,あんえい２,1773,安永,あんえい,2,２,癸,みずのと,巳,へび,,
１７７４,安永3,あんえい３,1774,安永,あんえい,3,３,甲,きのえ,午,うま,,
１７７５,安永4,あんえい４,1775,安永,あんえい,4,４,乙,きのと,未,ひつじ,,
１７７６,安永5,あんえい５,1776,安永,あんえい,5,５,丙,ひのえ,申,さる,,
１７７７,安永6,あんえい６,1777,安永,あんえい,6,６,丁,ひのと,酉,とり,,
１７７８,安永7,あんえい７,1778,安永,あんえい,7,７,戊,つちのえ,戌,いぬ,,
１７７９,安永8,あんえい８,1779,安永,あんえい,8,８,己,つちのと,亥,いのしし,,
１７８０,安永9,あんえい９,1780,安永,あんえい,9,９,庚,かのえ,子,ねずみ,,
１７８１,安永10,あんえい１０,1781,安永,あんえい,10,１０,辛,かのと,丑,うし,0,
１７８１,天明1,てんめい１,1781,天明,てんめい,1,１,辛,かのと,丑,うし,0,
１７８２,天明2,てんめい２,1782,天明,てんめい,2,２,壬,みずのえ,寅,とら,,
１７８３,天明3,てんめい３,1783,天明,てんめい,3,３,癸,みずのと,卯,うさぎ,,
１７８４,天明4,てんめい４,1784,天明,てんめい,4,４,甲,きのえ,辰,たつ,,
１７８５,天明5,てんめい５,1785,天明,てんめい,5,５,乙,きのと,巳,へび,,
１７８６,天明6,てんめい６,1786,天明,てんめい,6,６,丙,ひのえ,午,うま,,
１７８７,天明7,てんめい７,1787,天明,てんめい,7,７,丁,ひのと,未,ひつじ,,
１７８８,天明8,てんめい８,1788,天明,てんめい,8,８,戊,つちのえ,申,さる,,
１７８９,天明9,てんめい９,1789,天明,てんめい,9,９,己,つちのと,酉,とり,0,
１７８９,寛政1,かんせい１,1789,寛政,かんせい,1,１,己,つちのと,酉,とり,0,
１７９０,寛政2,かんせい２,1790,寛政,かんせい,2,２,庚,かのえ,戌,いぬ,,
１７９１,寛政3,かんせい３,1791,寛政,かんせい,3,３,辛,かのと,亥,いのしし,,
１７９２,寛政4,かんせい４,1792,寛政,かんせい,4,４,壬,みずのえ,子,ねずみ,,
１７９３,寛政5,かんせい５,1793,寛政,かんせい,5,５,癸,みずのと,丑,うし,,
１７９４,寛政6,かんせい６,1794,寛政,かんせい,6,６,甲,きのえ,寅,とら,,
１７９５,寛政7,かんせい７,1795,寛政,かんせい,7,７,乙,きのと,卯,うさぎ,,
１７９６,寛政8,かんせい８,1796,寛政,かんせい,8,８,丙,ひのえ,辰,たつ,,
１７９７,寛政9,かんせい９,1797,寛政,かんせい,9,９,丁,ひのと,巳,へび,,
１７９８,寛政10,かんせい１０,1798,寛政,かんせい,10,１０,戊,つちのえ,午,うま,,
１７９９,寛政11,かんせい１１,1799,寛政,かんせい,11,１１,己,つちのと,未,ひつじ,,
１８００,寛政12,かんせい１２,1800,寛政,かんせい,12,１２,庚,かのえ,申,さる,,
１８０１,寛政13,かんせい１３,1801,寛政,かんせい,13,１３,辛,かのと,酉,とり,0,
１８０１,享和1,きょうわ１,1801,享和,きょうわ,1,１,辛,かのと,酉,とり,0,
１８０２,享和2,きょうわ２,1802,享和,きょうわ,2,２,壬,みずのえ,戌,いぬ,,
１８０３,享和3,きょうわ３,1803,享和,きょうわ,3,３,癸,みずのと,亥,いのしし,,
１８０４,享和4,きょうわ４,1804,享和,きょうわ,4,４,甲,きのえ,子,ねずみ,0,
１８０４,文化1,ぶんか１,1804,文化,ぶんか,1,１,甲,きのえ,子,ねずみ,0,
１８０５,文化2,ぶんか２,1805,文化,ぶんか,2,２,乙,きのと,丑,うし,,
１８０６,文化3,ぶんか３,1806,文化,ぶんか,3,３,丙,ひのえ,寅,とら,,
１８０７,文化4,ぶんか４,1807,文化,ぶんか,4,４,丁,ひのと,卯,うさぎ,,
１８０８,文化5,ぶんか５,1808,文化,ぶんか,5,５,戊,つちのえ,辰,たつ,,
１８０９,文化6,ぶんか６,1809,文化,ぶんか,6,６,己,つちのと,巳,へび,,
１８１０,文化7,ぶんか７,1810,文化,ぶんか,7,７,庚,かのえ,午,うま,,
１８１１,文化8,ぶんか８,1811,文化,ぶんか,8,８,辛,かのと,未,ひつじ,,
１８１２,文化9,ぶんか９,1812,文化,ぶんか,9,９,壬,みずのえ,申,さる,,
１８１３,文化10,ぶんか１０,1813,文化,ぶんか,10,１０,癸,みずのと,酉,とり,,
１８１４,文化11,ぶんか１１,1814,文化,ぶんか,11,１１,甲,きのえ,戌,いぬ,,
１８１５,文化12,ぶんか１２,1815,文化,ぶんか,12,１２,乙,きのと,亥,いのしし,,
１８１６,文化13,ぶんか１３,1816,文化,ぶんか,13,１３,丙,ひのえ,子,ねずみ,,
１８１７,文化14,ぶんか１４,1817,文化,ぶんか,14,１４,丁,ひのと,丑,うし,,
１８１８,文化15,ぶんか１５,1818,文化,ぶんか,15,１５,戊,つちのえ,寅,とら,0,
１８１８,文政1,ぶんせい１,1818,文政,ぶんせい,1,１,戊,つちのえ,寅,とら,0,
１８１９,文政2,ぶんせい２,1819,文政,ぶんせい,2,２,己,つちのと,卯,うさぎ,,
１８２０,文政3,ぶんせい３,1820,文政,ぶんせい,3,３,庚,かのえ,辰,たつ,,
１８２１,文政4,ぶんせい４,1821,文政,ぶんせい,4,４,辛,かのと,巳,へび,,
１８２２,文政5,ぶんせい５,1822,文政,ぶんせい,5,５,壬,みずのえ,午,うま,,
１８２３,文政6,ぶんせい６,1823,文政,ぶんせい,6,６,癸,みずのと,未,ひつじ,,
１８２４,文政7,ぶんせい７,1824,文政,ぶんせい,7,７,甲,きのえ,申,さる,,
１８２５,文政8,ぶんせい８,1825,文政,ぶんせい,8,８,乙,きのと,酉,とり,,
１８２６,文政9,ぶんせい９,1826,文政,ぶんせい,9,９,丙,ひのえ,戌,いぬ,,
１８２７,文政10,ぶんせい１０,1827,文政,ぶんせい,10,１０,丁,ひのと,亥,いのしし,,
１８２８,文政11,ぶんせい１１,1828,文政,ぶんせい,11,１１,戊,つちのえ,子,ねずみ,,
１８２９,文政12,ぶんせい１２,1829,文政,ぶんせい,12,１２,己,つちのと,丑,うし,,
１８３０,文政13,ぶんせい１３,1830,文政,ぶんせい,13,１３,庚,かのえ,寅,とら,0,
１８３０,天保1,てんぽう１,1830,天保,てんぽう,1,１,庚,かのえ,寅,とら,0,
１８３１,天保2,てんぽう２,1831,天保,てんぽう,2,２,辛,かのと,卯,うさぎ,,
１８３２,天保3,てんぽう３,1832,天保,てんぽう,3,３,壬,みずのえ,辰,たつ,,
１８３３,天保4,てんぽう４,1833,天保,てんぽう,4,４,癸,みずのと,巳,へび,,
１８３４,天保5,てんぽう５,1834,天保,てんぽう,5,５,甲,きのえ,午,うま,,
１８３５,天保6,てんぽう６,1835,天保,てんぽう,6,６,乙,きのと,未,ひつじ,,
１８３６,天保7,てんぽう７,1836,天保,てんぽう,7,７,丙,ひのえ,申,さる,,
１８３７,天保8,てんぽう８,1837,天保,てんぽう,8,８,丁,ひのと,酉,とり,,
１８３８,天保9,てんぽう９,1838,天保,てんぽう,9,９,戊,つちのえ,戌,いぬ,,
１８３９,天保10,てんぽう１０,1839,天保,てんぽう,10,１０,己,つちのと,亥,いのしし,,
