全角,和暦,辞書用よみ,西暦,和暦元号,和暦（読み）,年（半）,年（全）,十子,読み,十二支,読み,時代区分,備考
１４４１,嘉吉1,かきつ１,1441,嘉吉,かきつ,1,１,辛,かのと,酉,とり,0,
１４４２,嘉吉2,かきつ２,1442,嘉吉,かきつ,2,２,壬,みずのえ,戌,いぬ,,
１４４３,嘉吉3,かきつ３,1443,嘉吉,かきつ,3,３,癸,みずのと,亥,いのしし,,
１４４４,嘉吉4,かきつ４,1444,嘉吉,かきつ,4,４,甲,きのえ,子,ねずみ,0,
１４４４,文安1,ぶんあん１,1444,文安,ぶんあん,1,１,甲,きのえ,子,ねずみ,0,
１４４５,文安2,ぶんあん２,1445,文安,ぶんあん,2,２,乙,きのと,丑,うし,,
１４４６,文安3,ぶんあん３,1446,文安,ぶんあん,3,３,丙,ひのえ,寅,とら,,
１４４７,文安4,ぶんあん４,1447,文安,ぶんあん,4,４,丁,ひのと,卯,うさぎ,,
１４４８,文安5,ぶんあん５,1448,文安,ぶんあん,5,５,戊,つちのえ,辰,たつ,,
１４４９,文安6,ぶんあん６,1449,文安,ぶんあん,6,６,己,つちのと,巳,へび,0,
１４４９,宝徳1,ほうとく１,1449,宝徳,ほうとく,1,１,己,つちのと,巳,へび,0,
１４５０,宝徳2,ほうとく２,1450,宝徳,ほうとく,2,２,庚,かのえ,午,うま,,
１４５１,宝徳3,ほうとく３,1451,宝徳,ほうとく,3,３,辛,かのと,未,ひつじ,,
１４５２,宝徳4,ほうとく４,1452,宝徳,ほうとく,4,４,壬,みずのえ,申,さる,0,
１４５２,享徳1,きょうとく１,1452,享徳,きょうとく,1,１,壬,みずのえ,申,さる,0,
１４５３,享徳2,きょうとく２,1453,享徳,きょうとく,2,２,癸,みずのと,酉,とり,,
１４５４,享徳3,きょうとく３,1454,享徳,きょうとく,3,３,甲,きのえ,戌,いぬ,,
１４５５,享徳4,きょうとく４,1455,享徳,きょうとく,4,４,乙,きのと,亥,いのしし,0,
１４５５,康正1,こうしょう１,1455,康正,こうしょう,1,１,乙,きのと,亥,いのしし,0,
１４５６,康正2,こうしょう２,1456,康正,こうしょう,2,２,丙,ひのえ,子,ねずみ,,
１４５７,康正3,こうしょう３,1457,康正,こうしょう,3,３,丁,ひのと,丑,うし,0,
１４５７,長禄1,ちょうろく１,1457,長禄,ちょうろく,1,１,丁,ひのと,丑,うし,0,
１４５８,長禄2,ちょうろく２,1458,長禄,ちょうろく,2,２,戊,つちのえ,寅,とら,,
１４５９,長禄3,ちょうろく３,1459,長禄,ちょうろく,3,３,己,つちのと,卯,うさぎ,,
１４６０,長禄4,ちょうろく４,1460,長禄,ちょうろく,4,４,庚,かのえ,辰,たつ,0,
１４６０,寛正1,かんしょう１,1460,寛正,かんしょう,1,１,庚,かのえ,辰,たつ,0,
１４６１,寛正2,かんしょう２,1461,寛正,かんしょう,2,２,辛,かのと,巳,へび,,
１４６２,寛正3,かんしょう３,1462,寛正,かんしょう,3,３,壬,みずのえ,午,うま,,
１４６３,寛正4,かんしょう４,1463,寛正,かんしょう,4,４,癸,みずのと,未,ひつじ,,
１４６４,寛正5,かんしょう５,1464,寛正,かんしょう,5,５,甲,きのえ,申,さる,,
１４６５,寛正6,かんしょう６,1465,寛正,かんしょう,6,６,乙,きのと,酉,とり,,
１４６６,寛正7,かんしょう７,1466,寛正,かんしょう,7,７,丙,ひのえ,戌,いぬ,0,
１４６６,文正1,ぶんしょう１,1466,文正,ぶんしょう,1,１,丙,ひのえ,戌,いぬ,0,
１４６７,文正2,ぶんしょう２,1467,文正,ぶんしょう,2,２,丁,ひのと,亥,いのしし,0,応仁・文明の乱始まる
１４６７,応仁1,おうにん１,1467,応仁,おうにん,1,１,丁,ひのと,亥,いのしし,0,応仁・文明の乱始まる
１４６８,応仁2,おうにん２,1468,応仁,おうにん,2,２,戊,つちのえ,子,ねずみ,,
１４６９,応仁3,おうにん３,1469,応仁,おうにん,3,３,己,つちのと,丑,うし,戦国時代,
１４６９,文明1,ぶんめい１,1469,文明,ぶんめい,1,１,己,つちのと,丑,うし,戦国時代,
１４７０,文明2,ぶんめい２,1470,文明,ぶんめい,2,２,庚,かのえ,寅,とら,,
１４７１,文明3,ぶんめい３,1471,文明,ぶんめい,3,３,辛,かのと,卯,うさぎ,,
１４７２,文明4,ぶんめい４,1472,文明,ぶんめい,4,４,壬,みずのえ,辰,たつ,,
１４７３,文明5,ぶんめい５,1473,文明,ぶんめい,5,５,癸,みずのと,巳,へび,,
１４７４,文明6,ぶんめい６,1474,文明,ぶんめい,6,６,甲,きのえ,午,うま,,
１４７５,文明7,ぶんめい７,1475,文明,ぶんめい,7,７,乙,きのと,未,ひつじ,,
１４７６,文明8,ぶんめい８,1476,文明,ぶんめい,8,８,丙,ひのえ,申,さる,,
１４７７,文明9,ぶんめい９,1477,文明,ぶんめい,9,９,丁,ひのと,酉,とり,,応仁・文明の乱終わる
１４７８,文明10,ぶんめい１０,1478,文明,ぶんめい,10,１０,戊,つちのえ,戌,いぬ,,
１４７９,文明11,ぶんめい１１,1479,文明,ぶんめい,11,１１,己,つちのと,亥,いのしし,,
１４８０,文明12,ぶんめい１２,1480,文明,ぶんめい,12,１２,庚,かのえ,子,ねずみ,,
１４８１,文明13,ぶんめい１３,1481,文明,ぶんめい,13,１３,辛,かのと,丑,うし,,
１４８２,文明14,ぶんめい１４,1482,文明,ぶんめい,14,１４,壬,みずのえ,寅,とら,,
１４８３,文明15,ぶんめい１５,1483,文明,ぶんめい,15,１５,癸,みずのと,卯,うさぎ,,
１４８４,文明16,ぶんめい１６,1484,文明,ぶんめい,16,１６,甲,きのえ,辰,たつ,,
１４８５,文明17,ぶんめい１７,1485,文明,ぶんめい,17,１７,乙,きのと,巳,へび,,
１４８６,文明18,ぶんめい１８,1486,文明,ぶんめい,18,１８,丙,ひのえ,午,うま,,
１４８７,文明19,ぶんめい１９,1487,文明,ぶんめい,19,１９,丁,ひのと,未,ひつじ,0,
１４８７,長享1,ちょうきょう１,1487,長享,ちょうきょう,1,１,丁,ひのと,未,ひつじ,0,
１４８８,長享2,ちょうきょう２,1488,長享,ちょうきょう,2,２,戊,つちのえ,申,さる,,
１４８９,長享3,ちょうきょう３,1489,長享,ちょうきょう,3,３,己,つちのと,酉,とり,0,
１４８９,延徳1,えんとく１,1489,延徳,えんとく,1,１,己,つちのと,酉,とり,0,
１４９０,延徳2,えんとく２,1490,延徳,えんとく,2,２,庚,かのえ,戌,いぬ,,
１４９１,延徳3,えんとく３,1491,延徳,えんとく,3,３,辛,かのと,亥,いのしし,,
１４９２,延徳4,えんとく４,1492,延徳,えんとく,4,４,壬,みずのえ,子,ねずみ,0,
１４９２,明応1,めいおう１,1492,明応,めいおう,1,１,壬,みずのえ,子,ねずみ,0,
１４９３,明応2,めいおう２,1493,明応,めいおう,2,２,癸,みずのと,丑,うし,,
１４９４,明応3,めいおう３,1494,明応,めいおう,3,３,甲,きのえ,寅,とら,,
１４９５,明応4,めいおう４,1495,明応,めいおう,4,４,乙,きのと,卯,うさぎ,,
１４９６,明応5,めいおう５,1496,明応,めいおう,5,５,丙,ひのえ,辰,たつ,,
１４９７,明応6,めいおう６,1497,明応,めいおう,6,６,丁,ひのと,巳,へび,,
１４９８,明応7,めいおう７,1498,明応,めいおう,7,７,戊,つちのえ,午,うま,,
１４９９,明応8,めいおう８,1499,明応,めいおう,8,８,己,つちのと,未,ひつじ,,
１５００,明応9,めいおう９,1500,明応,めいおう,9,９,庚,かのえ,申,さる,,
１５０１,明応10,めいおう１０,1501,明応,めいおう,10,１０,辛,かのと,酉,とり,0,
１５０１,文亀1,ぶんき１,1501,文亀,ぶんき,1,１,辛,かのと,酉,とり,0,
１５０２,文亀2,ぶんき２,1502,文亀,ぶんき,2,２,壬,みずのえ,戌,いぬ,,
１５０３,文亀3,ぶんき３,1503,文亀,ぶんき,3,３,癸,みずのと,亥,いのしし,,
１５０４,文亀4,ぶんき４,1504,文亀,ぶんき,4,４,甲,きのえ,子,ねずみ,0,
１５０４,永承1,えいしょう１,1504,永承,えいしょう,1,１,甲,きのえ,子,ねずみ,0,
１５０５,永承2,えいしょう２,1505,永承,えいしょう,2,２,乙,きのと,丑,うし,,
１５０６,永承3,えいしょう３,1506,永承,えいしょう,3,３,丙,ひのえ,寅,とら,,
１５０７,永承4,えいしょう４,1507,永承,えいしょう,4,４,丁,ひのと,卯,うさぎ,,
１５０８,永承5,えいしょう５,1508,永承,えいしょう,5,５,戊,つちのえ,辰,たつ,,
１５０９,永承6,えいしょう６,1509,永承,えいしょう,6,６,己,つちのと,巳,へび,,
１５１０,永承7,えいしょう７,1510,永承,えいしょう,7,７,庚,かのえ,午,うま,,
１５１１,永承8,えいしょう８,1511,永承,えいしょう,8,８,辛,かのと,未,ひつじ,,
１５１２,永承9,えいしょう９,1512,永承,えいしょう,9,９,壬,みずのえ,申,さる,,
１５１３,永承10,えいしょう１０,1513,永承,えいしょう,10,１０,癸,みずのと,酉,とり,,
１５１４,永承11,えいしょう１１,1514,永承,えいしょう,11,１１,甲,きのえ,戌,いぬ,,
１５１５,永承12,えいしょう１２,1515,永承,えいしょう,12,１２,乙,きのと,亥,いのしし,,
１５１６,永承13,えいしょう１３,1516,永承,えいしょう,13,１３,丙,ひのえ,子,ねずみ,,
１５１７,永承14,えいしょう１４,1517,永承,えいしょう,14,１４,丁,ひのと,丑,うし,,
１５１８,永承15,えいしょう１５,1518,永承,えいしょう,15,１５,戊,つちのえ,寅,とら,,
１５１９,永承16,えいしょう１６,1519,永承,えいしょう,16,１６,己,つちのと,卯,うさぎ,,
１５２０,永承17,えいしょう１７,1520,永承,えいしょう,17,１７,庚,かのえ,辰,たつ,,
１５２１,永承18,えいしょう１８,1521,永承,えいしょう,18,１８,辛,かのと,巳,へび,0,
１５２１,大永1,たいえい１,1521,大永,たいえい,1,１,辛,かのと,巳,へび,0,
１５２２,大永2,たいえい２,1522,大永,たいえい,2,２,壬,みずのえ,午,うま,,
１５２３,大永3,たいえい３,1523,大永,たいえい,3,３,癸,みずのと,未,ひつじ,,
１５２４,大永4,たいえい４,1524,大永,たいえい,4,４,甲,きのえ,申,さる,,
１５２５,大永5,たいえい５,1525,大永,たいえい,5,５,乙,きのと,酉,とり,,
１５２６,大永6,たいえい６,1526,大永,たいえい,6,６,丙,ひのえ,戌,いぬ,,
１５２７,大永7,たいえい７,1527,大永,たいえい,7,７,丁,ひのと,亥,いのしし,,
１５２８,大永8,たいえい８,1528,大永,たいえい,8,８,戊,つちのえ,子,ねずみ,0,
１５２８,享禄1,きょうろく１,1528,享禄,きょうろく,1,１,戊,つちのえ,子,ねずみ,0,
１５２９,享禄2,きょうろく２,1529,享禄,きょうろく,2,２,己,つちのと,丑,うし,,
１５３０,享禄3,きょうろく３,1530,享禄,きょうろく,3,３,庚,かのえ,寅,とら,,
１５３１,享禄4,きょうろく４,1531,享禄,きょうろく,4,４,辛,かのと,卯,うさぎ,,
１５３２,享禄5,きょうろく５,1532,享禄,きょうろく,5,５,壬,みずのえ,辰,たつ,0,
１５３２,天文1,てんぶん１,1532,天文,てんぶん,1,１,壬,みずのえ,辰,たつ,0,
１５３３,天文2,てんぶん２,1533,天文,てんぶん,2,２,癸,みずのと,巳,へび,,
１５３４,天文3,てんぶん３,1534,天文,てんぶん,3,３,甲,きのえ,午,うま,,
１５３５,天文4,てんぶん４,1535,天文,てんぶん,4,４,乙,きのと,未,ひつじ,,
１５３６,天文5,てんぶん５,1536,天文,てんぶん,5,５,丙,ひのえ,申,さる,,
１５３７,天文6,てんぶん６,1537,天文,てんぶん,6,６,丁,ひのと,酉,とり,,
１５３８,天文7,てんぶん７,1538,天文,てんぶん,7,７,戊,つちのえ,戌,いぬ,,
１５３９,天文8,てんぶん８,1539,天文,てんぶん,8,８,己,つちのと,亥,いのしし,,
１５４０,天文9,てんぶん９,1540,天文,てんぶん,9,９,庚,かのえ,子,ねずみ,,
１５４１,天文10,てんぶん１０,1541,天文,てんぶん,10,１０,辛,かのと,丑,うし,,
１５４２,天文11,てんぶん１１,1542,天文,てんぶん,11,１１,壬,みずのえ,寅,とら,,
１５４３,天文12,てんぶん１２,1543,天文,てんぶん,12,１２,癸,みずのと,卯,うさぎ,,鉄砲伝来
１５４４,天文13,てんぶん１３,1544,天文,てんぶん,13,１３,甲,きのえ,辰,たつ,,
１５４５,天文14,てんぶん１４,1545,天文,てんぶん,14,１４,乙,きのと,巳,へび,,
１５４６,天文15,てんぶん１５,1546,天文,てんぶん,15,１５,丙,ひのえ,午,うま,,
１５４７,天文16,てんぶん１６,1547,天文,てんぶん,16,１６,丁,ひのと,未,ひつじ,,
１５４８,天文17,てんぶん１７,1548,天文,てんぶん,17,１７,戊,つちのえ,申,さる,,
１５４９,天文18,てんぶん１８,1549,天文,てんぶん,18,１８,己,つちのと,酉,とり,,
１５５０,天文19,てんぶん１９,1550,天文,てんぶん,19,１９,庚,かのえ,戌,いぬ,,
１５５１,天文20,てんぶん２０,1551,天文,てんぶん,20,２０,辛,かのと,亥,いのしし,,
１５５２,天文21,てんぶん２１,1552,天文,てんぶん,21,２１,壬,みずのえ,子,ねずみ,,
１５５３,天文22,てんぶん２２,1553,天文,てんぶん,22,２２,癸,みずのと,丑,うし,,
１５５４,天文23,てんぶん２３,1554,天文,てんぶん,23,２３,甲,きのえ,寅,とら,,
１５５５,天文24,てんぶん２４,1555,天文,てんぶん,24,２４,乙,きのと,卯,うさぎ,0,
１５５５,康治1,こうじ１,1555,康治,こうじ,1,１,乙,きのと,卯,うさぎ,0,
１５５６,康治2,こうじ２,1556,康治,こうじ,2,２,丙,ひのえ,辰,たつ,,
１５５７,康治3,こうじ３,1557,康治,こうじ,3,３,丁,ひのと,巳,へび,,
１５５８,康治4,こうじ４,1558,康治,こうじ,4,４,戊,つちのえ,午,うま,0,
１５５８,永禄1,えいろく１,1558,永禄,えいろく,1,１,戊,つちのえ,午,うま,0,
１５５９,永禄2,えいろく２,1559,永禄,えいろく,2,２,己,つちのと,未,ひつじ,,
１５６０,永禄3,えいろく３,1560,永禄,えいろく,3,３,庚,かのえ,申,さる,,信長　桶狭間で今川義元を破る
１５６１,永禄4,えいろく４,1561,永禄,えいろく,4,４,辛,かのと,酉,とり,,
１５６２,永禄5,えいろく５,1562,永禄,えいろく,5,５,壬,みずのえ,戌,いぬ,,
１５６３,永禄6,えいろく６,1563,永禄,えいろく,6,６,癸,みずのと,亥,いのしし,,
１５６４,永禄7,えいろく７,1564,永禄,えいろく,7,７,甲,きのえ,子,ねずみ,,
１５６５,永禄8,えいろく８,1565,永禄,えいろく,8,８,乙,きのと,丑,うし,,
１５６６,永禄9,えいろく９,1566,永禄,えいろく,9,９,丙,ひのえ,寅,とら,,
１５６７,永禄10,えいろく１０,1567,永禄,えいろく,10,１０,丁,ひのと,卯,うさぎ,,
１５６８,永禄11,えいろく１１,1568,永禄,えいろく,11,１１,戊,つちのえ,辰,たつ,,
１５６９,永禄12,えいろく１２,1569,永禄,えいろく,12,１２,己,つちのと,巳,へび,,
１５７０,永禄13,えいろく１３,1570,永禄,えいろく,13,１３,庚,かのえ,午,うま,安土・桃山時代,
１５７０,元亀1,げんき１,1570,元亀,げんき,1,１,庚,かのえ,午,うま,安土・桃山時代,
１５７１,元亀2,げんき２,1571,元亀,げんき,2,２,辛,かのと,未,ひつじ,,
１５７２,元亀3,げんき３,1572,元亀,げんき,3,３,壬,みずのえ,申,さる,,
１５７３,元亀4,げんき４,1573,元亀,げんき,4,４,癸,みずのと,酉,とり,0,
１５７３,天承1,てんしょう１,1573,天承,てんしょう,1,１,癸,みずのと,酉,とり,0,
１５７４,天承2,てんしょう２,1574,天承,てんしょう,2,２,甲,きのえ,戌,いぬ,,
１５７５,天承3,てんしょう３,1575,天承,てんしょう,3,３,乙,きのと,亥,いのしし,,
１５７６,天承4,てんしょう４,1576,天承,てんしょう,4,４,丙,ひのえ,子,ねずみ,,
１５７７,天承5,てんしょう５,1577,天承,てんしょう,5,５,丁,ひのと,丑,うし,,
１５７８,天承6,てんしょう６,1578,天承,てんしょう,6,６,戊,つちのえ,寅,とら,,
